Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
567350,B000LKTP9G,ARSNLI5L2P5RL,Rebecca Quinlan,1,2,2,1299715200,Not the Apple Chip I was expecting,"If you're looking for a dried apple that is healthy without any extra stuff (i.e. oil or corn syrup), this is NOT the item.  They are fried. I somehow missed the part where it mentioned that they were fried.  Apparently I was mislead by the ""Good health"" title.  Hopefully you'll read this before you purchase if you were intending on purchasing dried apples, not FRIED apples.  I also have 11 bags that I now need to figure out what to do with because they were not what I intended."
567351,B000FAIR4G,A1VL2RQ4J7JUMR,K. J. Scheffler,2,2,5,1152835200,these are the best Crostini I've ever tasted,try to keep friends around when you're opening up one of these bags because it's very easy eat the entire bag yourself. this Crostini is well-balanced between olive oil flavor and rosemary. I highly recommend these.
567352,B000FAIR4G,A3E0JMFE54420V,KP,1,1,5,1294358400,Delicious to snack on; perfect for entertaining!,These crackers are simply delicious. They are perfect for snacking on at home or for entertaining. Our guests are always asking about them: what they are and where we purchased them. I use to get them from a big chain wine distributor here in the Midwest but then I realized it was a lot cheaper to get them through auto delivery at Amazon. The cracker has a rich flaky taste with a good hard crunch and the rosemary/olive flavor enhances the cracker perfectly. I highly recommend these!
567353,B000FAIR4G,A3H4T5UNLBWB6C,nea,1,1,4,1212019200,CROSTINI ITALIAN CRACKERS,"WE WERE ABLE TO PURCHASE THESE LOCALLY BEFORE.  HOWEVER, STORE STOPPED CARRYING THEM AND WE FOUND THEM AGAIN AT AMAZON.COM.<br /><br />HOPE YOU CARRY THEM FOR A LONG TIME, WE ARE VERY FOND OF THESE CROSTINI."
567354,B000FAIR4G,AEEY4CQVFAAK,Wallace Ridley,1,1,5,1194393600,Can't Get Enough,We went through the 12 bags in less than a month.  They are very tasty.  I just ordered my second box of these great crackers.
567355,B000FAIR4G,ALH2E0V7IXSQ0,MnM,0,0,5,1297814400,Fabulous crackers,"We make almost everything in our cafe from scratch, and we love these excellent crackers to fill in on occasion. The flavor is great, they are a great size and the price is an excellent value."
567356,B000G6Q4FI,A17UR3NRLARXCH,"W. Muckelroy ""Chawk68""",11,11,5,1215820800,Great chips,"Hi:<br /><br />I bought a 24 pack of these 2 ounce bags (size you would get at Quiznos or Subway with a sandwich) since they were less than I could get them at Costco in a equal pack of Frito chips. I had tried previously by buying a bag at my local Albertsons and they are good. Good chip for dipping sicne they're a little thicker than Lays. The chips are fresh, crisp and great tasting; perfect for putting a bag lunch for work or school.<br /><br />NOTE: Bags are made extra thick paper with a plastic lining for freshness and very difficult to open by hand. Use a knife or scissors."
567357,B000G6Q4FI,A2II8HWYK3GOXQ,G. Carraway,8,8,5,1192924800,These are the best!,"You just can't beat Kettle Chips.  No other brand comes close to these.  If you like pepper, these are for you.  This company also makes other flavors that are just as good.  And it's not just the flavors that makes this brand stand out.  It's the way they're cooked and the actual flavor of the potato that you'll love!"
567358,B000G6Q4FI,A22T1D6L5J2PCP,"Dale Coddington ""Rachel Coddington""",6,6,5,1232409600,What's not to like,Found these for a great deal..split the box with a friend and we both loved them.
567359,B000G6Q4FI,A3TRPX727O4YGB,K. Minger,4,4,5,1191196800,Best tasting chips ever!!,I love these chips; they are my favorite to dip in French onion dip. They are the best!! They are so much cheaper to purchase on Amazon than at my local grocery store. I highly recommend ordering these chips!!
567360,B000G6Q4FI,A2UTZ7HH4UKDZW,D. Nakao,3,3,5,1241740800,Better than the other chips I purchased,"These have an added kick that made them better than the other rippled chips I bought on Amazon, and they're kettle-cooked to boot, so they had a heartier taste and more satisfying crunch. Great for any kind of dip and they hold up well to any dip."
567361,B000G6Q4FI,A22PUBSSNP54L,"G. Little ""value seeker""",3,3,5,1185926400,addicted to these chips!,"they don't look very appetizing, but oh my are they good!  very tasty.  i looked up the company and they are an environmentally friendly company.  that just makes it better."
567362,B000G6Q4FI,A350ZPD3PZU3RS,J. Lockhart,3,3,5,1178323200,WOW! Whattachip!,"VERY good, arrived fast. Of all the kettle style chips I've had, the thickness of these really pushes the crunch factor. Great flavor, not too greasy. Thanks Amazon and Kettle!"
567363,B000G6Q4FI,A2JKDZXXDFXZ9E,"azreads ""azreads""",2,2,5,1260316800,Amazing!,"Great value...these are larger than your usual snack bag of chips...big enough to share with two. I like them because it prevents me from eating a huge bag of them!!!<br />Just wanted to add a note that the in the shipping process using Amazon and the chips are not destroyed, they are perfectly fine!"
567364,B000G6Q4FI,A39Y59C6FTC0GL,Christine,2,2,5,1243468800,Delicous!,"You will get spoiled after eating these chips! These chips are very thick, crispy and flavorful! Most chips on the market are very thin with lots of salt and added colorings on them.<br /><br />Not Kettle! The tangy and sweet taste is remarkable and very, very delicious! I could eat a whole bag myself!!<br /><br />GET THEM!!! THEY ARE SOOOO GOOD!"
567365,B000G6Q4FI,A3E9OJWHMXMYYF,AnneSAHM,2,2,5,1180310400,Best pepper chips out there!,"Love love love these!  They are well seasoned, thick and greasy.  Yum!  They have so much flavor.  No other pepper chip compares."
567366,B000G6Q4FI,A2ENL1FZLKL1L2,"Alvin Ashcraft ""Alvin Ashcraft's Morning Dew""",2,2,5,1174003200,Best chips ever,"These are probably the best-tasting potato chips ever. Chips certainly aren't the healthiest snack food out there, but at least these don't have any trans fats."
567367,B000G6Q4FI,A1IZY0DU0VZ7NU,techdad,1,1,5,1341705600,Best chips ever!,"Simply put, these are my favorite potato chips of all time. Thick cut, great flavor, kettle cooked = yum.  They have just the right amount of heat and a complex flavor that hits the spot every time."
567368,B000G6Q4FI,AJIUE27ABHHBI,togo,1,1,5,1339113600,freshness !,"I found this product to be as described. Also found the price to be quite fair, for what was purchased. I actually think the taste of this particular brand, far exceeds any other's I've tried. I also found these chips to be very fresh, from the first bag to the last! I'll most likely be placing another order in the near future, I'm sure!<br /><br />L. Nakao"
567369,B000G6Q4FI,ADS5APY1NKTL4,"D. Pawl ""Dani""",1,1,5,1323734400,Ranch isn't only good with tortilla chips....,"I have been a longtime fan of Kettle Potato Chips, since I was a small child. The terrific texture and ""crunch"" of their product never leaves me disappointed - what's more, the high quality ingredients that go into the top-of-the-line flavors they have are first rate. Zesty Ranch does not fail to disappoint me. The Ranch flavor has a terrific, zippy quality (like the flavor name would suggest). It livens up your taste buds, and I am pleased to say that it isn't too salty, nor too greasy. Each chip is packed to it peak with flavor, and it is far from skimped upon. You almost don't need any dip or sauce of any kind on this snack. It speaks for itself. Highly recommended. Makes me want to go crunch on some right now!"
567370,B000G6Q4FI,AVD7SOW0ET7ZF,"ML ""gagdet guru""",1,1,2,1292716800,Most of the Bags were open,"I've eaten these Krinkle Cut Salt and Pepper Chips for years.  I was very excited to find them on Amazon.  I bought the 24 pack specifically so they would be fresh every time I opened them (opposed to buying an 8 or 12 oz larger bag).<br /><br />When I went to get a bag this evening, I noticed they were slightly open and the chips were stale.  I checked the rest of the bags in the box and most of them were open.  I think it may have to do with the oil on the chips.  They seeped into the seal and loosened the glue.<br /><br />I called into Amazon Customer Service and the CSR was pretty rude.  The first question she asked was why I didn't report this earlier.  Duh, maybe because I didn't notice the problem until now?  I've been very happy with Amazon's Customer Service in the past and have been buying 100s of dollars product during this Christmas season.  Hopefully this was just a cranky CSR and not indicative of Amazon's direction for customer service."
567371,B000G6Q4FI,AQQLWCMRNDFGI,Steven A. Peterson,1,1,4,1287878400,Yummy chips!,"My son and I agree. These are fine flavored potato chips! The Kettle brand has a lot of interesting variations on flavoring. This is one of those we like best from their stable of goodies.<br /><br />I went to graduate school in Buffalo, lived in Western New York for years, and frequented the Anchor Bar, where chicken wings were invented. So I rather like the cheekiness of referring to Buffalo wings in this product!<br /><br />And these are tasty indeed. I would prefer a bit more of the bite/heat of a Buffalo chicken wing, but that is not a serious issue. I find it amazing that this product can even hint at the pleasures of Buffalo chicken wings!"
567372,B000G6Q4FI,A36GEDLB5A5MJ,"RevDorothyL ""DorothyL""",1,1,5,1257724800,delicious -- good thing the bags aren't any bigger,"Just the right amount of spice and tangy bleu cheese flavor, plus a lovely crinkle-cut crunch.  I'm just grateful that the bags aren't any larger, since I find it impossible to stop eating these until I've finished the entire 2-oz. bag.<br /><br />So far, I've bought both these Buffalo Bleu and the Salt and Vinegar flavors, and they're both excellent quality chips."
567373,B000G6Q4FI,A2VNN18V9DZ1D0,"Sunshine ""great granny""",1,1,5,1235692800,Taste,Everyone that tastes these chips LOVE THEM!!!!!!!!! They all ask where they can get them.  Thank you for the email on when they were back in stock. I will be ordering more. My grandkids @ children raid the cupboards for them when they come by.
567374,B000G6Q4FI,A3V2OXRI5EBCWF,Doug Green,1,1,5,1234742400,Great chips,"Got a nice tang, As far as blue cheese flaver, its so mild that people that hate blue cheese will still eat these and like em as long as they dont know. >=)"
567375,B000G6Q4FI,A2DU9MAU2P97FR,"Barbara A. Mcelveen ""Bobbye""",1,1,5,1217203200,THE BEST CHIP EVER!!!,"I'm not a ""chip"" person, but I tasted this one and I'm hooked!!!  The flavor is unique and not too spicy...just right!  Can't go wrong with this chip..I'm so happy I tried it."
567376,B000G6Q4FI,A2Z6TO6R3J3Z5N,Angela Fuller,1,1,5,1216425600,I love this flavor!,"Kettle chips are a high quality product. The chips are thicker than regular chips, and you can always tell that the individual ingredients being used are of really good quality.<br />This buffalo bleu flavor is tangy, with just a hint of sweet. They taste wonderful."
567377,B000G6Q4FI,A3E9OJWHMXMYYF,AnneSAHM,1,1,5,1196294400,My favorite Kettle Brand chips,"These krinkle cut chips are wonderful.  They have the perfect amount of salt and pepper, and just the right amount of greasiness.  They are crispy and thick!"
567378,B000G6Q4FI,A1MZZH3M1IYZ2T,"A-Bomb ""A-Bomb""",1,1,5,1193961600,Good Taste and Healthier Choice,The taste is nothing to worry about.  They taste great.  The high sodium and salt is what I worry about though.  I might try something else that is lighter eventually.  It came in the next day by UPS which an expiration of Feb 26 2008. Which means these are good for four months.  I'm very impressed.
567379,B000G6Q4FI,A2DU9MAU2P97FR,"Barbara A. Mcelveen ""Bobbye""",3,4,5,1216944000,SIX-STAR CHIPS!  YUMMY YUMMY!,Absolutely LOVE these chips!  Very well spiced without being too hot.  Definitely a winner!
567380,B000G6Q4FI,AXJ1QYBUL86ON,"HarpswellWoman ""HarpswellWoman""",0,0,5,1348531200,These are very hearty and tasty chips!,"I found these in Salt & Pepper flavor in huge 20 oz. bags for $2.80 at BigLots recently. They are very tasty and they have no artificial aftertaste whatsoever.  We were in the middle of one bag when we pulled out chips that seemed wet.  Turns out it was just the oil on the chips.<br />They are mighty flavorful and crunchy, but, yes, they can be greasy. Definitely a guilty pleasure to be eaten in moderation!"
567381,B000G6Q4FI,A26N3GLFUNS4NL,"Mr. William A. Dispoto ""gorilla-bill""",0,0,5,1347840000,WOW...not for the faint of heart or weak of teeth!,"I love these chips...for overall flavor, texture, freshness, and most of all CRUNCH...they can't be beat. My only criticism would be that they are a bit greasy, but they're potato chips...so what do you expect? Besides, they are not greasy to the point of being unpleasant...and their durability when facing even the most daunting dip...7 layer, chunky salsa, and even heavy cream cheese dips...is well worth the trade off."
567382,B000G6Q4FI,AOEMTIP0P73YI,Akorps,0,0,5,1341360000,Kettle chips are excellent,Kettle is the best tasting and healthiest chips I have tried. Keep buying them so Amazon keeps stocking them. The price is good also.
567383,B000G6Q4FI,A3LN27742T0L76,Fran,0,0,5,1338940800,"Kettle Krinkle Cut Chips, Salt & Fresh Ground Pepper, 8.5-Ounce Bags (Pack of 12)","Absoluley the best chips ever. Shared with my coworkers and they all loved it. One thought the pepper was a little strong, but he does not like anything spicy/peppery/hot etc....<br /><br />I do wish they could reduce the salt on them, but other than that I see nothing wrong. My delivery was fast and chips were very fresh!"
567384,B000G6Q4FI,A1X5JJCYUW2X94,"Kathleen L. Pezak ""love to shop""",0,0,5,1336348800,Yummy,These are the best chips ever. I order them by the case because you can't buy 5 oz in the store and it is just enough. I love them and have not bought any other chips since I have been buying these. Excellent product.
567385,B000G6Q4FI,ALFMWJZ5KV4S1,Ronald Pawkett,0,0,5,1331164800,The Best Chips Ever,These chips are the greatest. I have ordered them several times--everyone loves them. Buying them on Amazon saves you money-much less that the cost from my local store.
567386,B000G6Q4FI,A3HM6GMPG6ODVW,"R. Quillen ""retired Person""",0,0,5,1330819200,Chips,I had these shipped to my grandson in Germany.The shipment was fast and free(cannot beat free)the chips were great.Will order again.
567387,B000G6Q4FI,A1C5BQGQCR1HRP,StephMac,0,0,5,1323820800,BEST CHIPS EVER!!,I just ordered 12 bags of these chips for my boyfriend for Christmas! They are amazing! If you like salt and pepper-you'll LOVE these!....Amazon really does have everything!
567388,B000G6Q4FI,A21148I8NVA35K,Crzyvboy,0,0,5,1318809600,Better than going to the store to buy them!,The chips came in a big box with great packaging so that none of the bags were squished. Overall i'm happy with the purchase and would order it again after I run out.
567389,B000G6Q4FI,A1Q7A78VSQ5GQ4,"Nice Lady ""a reasonable person""",0,0,5,1316304000,"These are great-nice texture, really crispy. Super treat. Worth the calories!","I've found a new taste treat. I'm not a big one for potato chips, so I am sure I've come late to discover these. I think they are really good. The processing & ingredients list is actually pretty good-no trans fats, etc. So, if you want an indulgence, these are A+ ! They are thicker & more tasty than the mass produced potato chips we've all come to know. They are much more flavorful. Never had this flavor before. before. Incredibly good & a flavorful combination of sweet, tangy, salty. Also not overly hot or spicy. Excellent!<br /><br />These arrived in a case of individually wrapped chips. Each one was in great shape. No open or broken bags. No mess, no crumbs.<br /><br />If you want a snack, have something REALLY good. It's got to be worth the calories-and these are!"
567390,B000G6Q4FI,A3W07LAP94E7EQ,Sienna34,0,0,5,1309219200,Great Flavor,These are my husband's favorite chips. He loves the tangy flavor and crunch. When we serve these to guests they all rave about them.
567391,B000G6Q4FI,A3GW73OTA6TS,Avic,0,0,5,1308614400,My personal favorite,"I was tired of the standard bag of chips and could never finish a full bag. These Kettle brand chips are really good, crisp and the pepper adds great flavor to them.<br /><br />These chips are right up there with PopChips as two of the better brands one can get."
567392,B000G6Q4FI,AYB4ELCS5AM8P,"John B. Goode ""JBG""",0,0,5,1300665600,Excellent!,"What I like about them:<br />1) Krinkle makes very thick chips, what's even better is that the krinkle cut chips feel even thicker because they are krinkled or have ridges in them.<br />2) No trans fat and all natural, according to the info on the bag.<br />3) Flavor, but that's a subjective thing. I like the peppery flavor of these.<br />4) 2oz bags, which keep you from eating too much at one time. Just set a limit of 1 bag.<br /><br />Cons:<br />As another reviewer said, there's a lot of oil in them chips. What I do is place a paper napkin on a plate and pour the chips on them. Wait a few mins before eating and the napkin will soak some of the oil off. It seems gross that there is so much oil on the chip that a napkin will soak it off, but it's true! And at least this way, you'll get rid of some of the oil."
567393,B000G6Q4FI,A2M8JQ3AME7878,"Tom Z. ""tzphotos.com""",0,0,4,1297036800,Yum!  but a little pricey for chips.,I really like the flavor and cruch of these chips. It just about makes the price worth it. I guess you can consider them a higher end chip and that justifies the price.<br /><br />I would buy them again based on the flavor and the quality of the potato chip.
567394,B000G6Q4FI,AJCK6OKNWGIYG,Mike K,0,0,5,1295827200,Great chips,"These Kettle potato chips are great. I love the krinkle cut because it gives the chip great texture when eating it. Those thick ridges also allows more of the seasoning to stay on the chip. The pepper in this really stands out so if you're not a fan of fresh ground pepper flavor then don't buy this. These chips are rich, bold and delicious. The quality of the potatoes used are excellent. I can't wait to try the other flavors."
567395,B000G6Q4FI,A1F5774CLZ85CO,lovingvermont,0,0,4,1291507200,"Great product, terrible packaging...beware...","No complaints about the chips, they're great. However the box arrived from UPS half open and when I opened it completely, I found one chip bag had exploded and all the other 23 bags were crushed or semi-crushed. So much for that! Not blaming Amazon or UPS but next time this happens, I will return the order."
567396,B000G6Q4FI,A2T6N2VLK0CTPH,Jan M. Niess,0,0,5,1289088000,The best chips i ever had!!,That's what my husband said after he had a bag of these. They are incredible!!!
567397,B000G6Q4FI,A1B9DC3S8N0PLM,GA RN,0,0,5,1288569600,Great Chips,"These are the perfect size for snacking or for taking with you to work.  I love Kettle brand chips as they are Kettle AND Krinkle chips.  Not too salty, not too peppered.  YUM!"
567398,B000G6Q4FI,A3J171NBGIBYAW,"D. Mansfield ""Book Addict""",0,0,4,1288569600,Can't Eat Just One!,"Ok after eating Blair's Death Rain Hot Wing chips this is like eating a cracker. That aside, these are a pretty good chip, especially if you don't like `em hot and spicy. These are tangy, crunchy, and hard to stop eating."
567399,B000G6Q4FI,A29QAGKTHZHPLM,Canuta,0,0,4,1284940800,Good flavor,"These chips have great flavor as is but I am more into the buffalo wings flavor more than the bleu cheese flavor, but it's a combo that seems to work well, I probably would like it even more if it just had the heat and flavor of just the buffalo wing sauce. And you cannot beat the crunch on these."
567400,B000G6Q4FI,A2S4SW2K51Q16J,Randy,0,0,4,1284249600,Delicious,I bought as a lightning deal because I needed a good snack at work.  These are delicious.
567401,B000G6Q4FI,A38MZTE6M6Y6RR,Benjamin Wilber,0,0,5,1280534400,Buffalo Bleu,"I bought cases of the large bags of Buffalo Bleu, New York Cheddar and a medium sized case of Spicy Thai.  The cheddar kind of tastes like pringles to me, but the others in my family really like them.  The thai is really good, but they aren't that much different than barbecue chips with a sprinkle of ginger flavor.  But the Buffalo Bleu IS AWESOME!  These are the absolutely best chips I have ever eaten.  The funny thing is that the bleu's were the ones that I thought I would probably regret getting.  They are awesome.  I will buy again.  And again.  And again.<br /><br />I would suggest, though, if you get them to get the smallest bag size or else you will do what my family and I have done:  finish a bag every other day.  The smallest bag might be the most expensive per ounce but they will probably last longer."
567402,B000G6Q4FI,A2PEC4HZ209QGP,"TRULY DIANE ""TRUE""",0,0,5,1278028800,Buffalo Bleu Chips are the very best chips - ever!,These chips are hard to find in a small town so I have to order them.  They are that good.  Try them and you'll like them!  Buffalo Bleu
567403,B000G6Q4FI,A2QDOJFFLFGF18,"Michael Alexander ""greenacres""",0,0,5,1271808000,Love them,"Love these thick chips that look like real potatoes as well as taste like them. They are full of flavor and go great with any sandwich, The flavor is rich and bold and tastes great. Best part is that its not to spicey"
567404,B000G6Q4FI,A30ARMF3JEKEJY,"T-Bone ""T-Bone""",0,0,4,1268870400,Always delicious and always expensive,"Kettle chips are always delicious,though a little expensive considering they're just potatoes.  WAY better than anything Frito-Lays puts out.  It's a shame that the independent chip companies are dying out at the local grocers because Frito-Lays crowds them out, when the independents are so much better.  Take a trip to your local Trader Joe's or Amazon to find good chips nowadays, and cheap too if you find them on sale here, cheap all the time at Trader Joe's."
567405,B000G6Q4FI,A255ZW97CJPG98,sgr,0,0,5,1263686400,My favorite chips,Kettle Buffalo Bleu has been my favorite flavor of potato chip since I first tried them. They have a little kick and a little sweetness.
567406,B000G6Q4FI,A33K20V4DNLVRF,"S. Weiss ""shwony""",0,0,5,1259971200,A very tasty chip!,"These chips are crisp, tangy and a nice change from barbecue flavor chips.  If you like spicy foods, you'll love these.  The blue cheese is not at all overwhelming, just adds that extra ""bite.""  The box of chips arrived well packed, nothing broken, and the expiration date was over 3 months in advance, making this a very good value, considering the 20% discount Amazon had during November."
567407,B000G6Q4FI,A3KN3UXP20LY09,Pawnurface,0,0,2,1251763200,OK but not great,"First off the krinkle cut chips are far inferior to the regular style kettle chips in my opinion.  Secondly, the flavor doesn't really capture the taste of buffalo wings or bleu cheese.  They taste kinda weird.  It's probably not the best type of flavor to put on a potato chip, even though I love wings."
567408,B000G6Q4FI,A2NHN5V5JE9JTH,"J. Swanson ""CCO""",0,0,5,1240876800,Great flavor and texture,"A big fan of kettle-cooked chips since I was a kid, I tend to go around buying any and all brands and flavors I can find.  As a result, Buffalo Bleu was on my list.<br /><br />I was in for a real surprise when I got my hands on this flavor.  It has a great taste -- not too sweet, not too salty -- and a nice crunch.  There's not really anything else to say; if you like good chips, give these a try."
567409,B000G6Q4FI,A3L6MXFVGLIUS9,workoutfan,0,0,5,1206489600,These chips are awesome!,"My husband and I stumbled across these chips at our favorite health food store.  WOW!  They are packed with flavor.  Be careful, they're addictive:)"
567410,B000G6Q4FI,A1KSQOZY8AFWUJ,Paul,0,0,5,1184198400,One of the healthier chips,"Simple, uncomplicated and healthy ingredients. Cooked in expeller pressed oils (not heated to extract, which causes loss of nutritional value), Kettle chips have a firmer texture than most others, but they have great flavor, even though no flavor enhancers are used except for the spices. No preservatives is also a plus. My only negative experience with them is an occasional bag in which the chips in the very bottom of the bag are oily. I was so pleased to find them at a price nearly a third less than what I have been paying in the grocery market."
567411,B000G6Q4FI,A3432ATOTRMLW9,Tin Ear,1,2,1,1344643200,Where is the blue cheese??,"These are nothing more than barbecue potato chips.  Covered with a dusting of chili powder, salt, and sugar, I would not buy these again. I really love blue cheese, but I can't taste it in these chips. I should never buy anything I haven't tried, and now I'm stuck with all these bags of chips that I don't like. I have tried the salt and cracked pepper flavor and wish I had bought them instead."
567412,B000G6Q4FI,A3PZ4AXTY9J1DZ,Jason Ralsky,1,2,5,1295913600,"A salty, spicy crispy delight!","This flavor of Kettle chips is my favorite.  I always need to have a few of these bags laying around for a good movie or sporting event.  Krinkle cut happens to be my favorite type of chip and kettle chip delivers on these.  Not only are the chips always crispy and fresh, but they have a perfect coating of salt and pepper.<br /><br />That coating creates a nice blend of salt w/ a bit of nice black pepper kick that lets you know the chip is willing to give a bit of bite before surrendering.  I've gotten a few boxes of these over the past year and have had no problems with the chips or unbalanced flavoring.  Once again Kettle delivers a fantastic product that delights the taste buds"
567413,B000G6Q4FI,A3U1ML63P0OFRI,OnlineShoppingAddict,0,1,1,1308096000,"Stale, too oily to touch and tasted weird","I ve had this exact kind a ton of times at my local deli and love their taste, figured i d save a bunch by getting a box of 24 delivered to my desk at work. Unfortunately, I think they unloaded their oldest/worst batch on me. The chips tasted stale, leached out a ton of oil ( I m not kidding, felt like I was eating pizza given how much oil i was leaching out with a napkin from each individual chip!) and the taste was just off. I think with all the oil that leached out, it upset the flavor balance of the chip and now they just taste really salty and stale.<br /><br />Tried 3 different bags, and it was the same in each case (couldnt eat more than a couple of chips, they were that bad). Got in touch with Amazon customer care, and they were kind enough to get me a refund, but i recommend that you save yourself the hassle and give these a miss."
567414,B000G6Q4FI,A2NJUH5SRDE1DB,L. Joyce,2,5,3,1286409600,Taste good but NOT truly MSG-FREE,"I bought 2 cases of these chips because I heard nothing but great things about this brand and this flavor of chip in particular. However, upon receiving them today, I saw that although they state NO MSG, they DO contain Yeast Extract which acts exactly as MSG does and therefore I cannot eat them. Unfortunately ALL Kettle chips contain this ingredient so I am unable to eat any of them. I don't think I can return them but I got them at a cheap price so I will donate them or see if Amazon can let me return them since the description was a bit misleading. These chips are MUCH healthier than many other brands, so if you are not MSG sensitive, I say dig in!"
567415,B000G6Q4FI,A1SG2JGJ8ZOR69,Nish P.,0,2,3,1289433600,Meh...,"The Buffalo Bleu flavor isn't that great, at least to me.  It is a sort of barbeque flavor with a hint of tang.  I prefer the salt and ground pepper flavor, much more tasty."
567416,B000G6Q4FI,A1INLQGL1U8EDF,H.L.,0,2,5,1200268800,Kettle Chips,"We were very pleased to find that Kettle Chips were available on [...]. We really like the Sea Salt & Pepper chips but were unable to obtain a package larger than 5 ounces in the local stores, at a much higher price than at Amazon.com. While we would like to have the ability of getting a larger size bag, say 24-32 ounces, it was nice to be able to get the 9 ounce bag of chips. The price was very good and the free shipping was great!"
567417,B000G6Q4FI,A36E78ISDRYIF2,Gena,0,3,5,1251763200,Super Yummy!,This chips are super yummy!  I don't buy them on Amazon because.. that is pretty weird.  But I do buy them at my WalMart and I love them!  They really are really yummy.
567418,B000G6Q4FI,A1HY9PBN9BOJIW,"Marcia A. Oring ""Grandma O""",1,5,1,1247011200,A little stale,"I usually love these, but somehow, on arrival, they were actually a little stale.. although the dates were good.. I would not buy them again through Amazon.. We could still eat them, but when I have bought them in the store before, they were nice and crisp.??"
567419,B000G6Q4FI,A1AQ2W2R4SOVGN,De Profundis,7,17,1,1195516800,Check the label,"The fact that Kettle Foods claims their products are ""All Natural"" really, really, really upsets me. These chips, and many other Kettle chips, contain ""yeast extract."" On a chemical level, yeast extract is the same thing as MSG; it's just derived from a different source. Kettle labels some of their products with ""NO MSG,"" but their reps say people who are sensitive to glutamates should avoid their products. Be an informed consumer."
567420,B000G6Q4FI,AGSKYC7XSUAQN,Sean MacRitchie,1,6,2,1206230400,Powerful punch,"Wow, these chips bite back. I loves me some salt and pepper potato chips, but these have little bit too much spice for my liking. Also, the portion is a little too much. If you like spice, then dive in."
567421,B000G6Q4FI,A2B5OI74EHGVH1,"Jane ""jdeaton2""",0,8,1,1262304000,Beware!,"I opened a bag of these and poured them into a bowl. One of the chips on top had something black on it. It looked like black tar or melted black crayon. I assumed it was a contaminant of some sort, since it didn't resemble any kind of food ingredient. I wish I had not bought these chips. I am now wary of all Kettle products."
567422,B000G6Q4FI,A3ARC3UIY3Z1KQ,"Patricia A. Cioffi ""SHOPPING JUNKIE""",1,12,1,1238976000,KETTLE CHIPS -- DISAPPOINTINF,I ORDERED KETTLE CHIPS IN THE FOLLOWING FLAVVORS<br />SALT & FRESH GROUND PEPPER<br />TUSCAN 3 CHEESE<br />N.Y. CHEDDAR AND HERS<br /><br />THEY ALL TASTED THE SAME TO ME.  IF THERE IS A VARIETY PACK SUGGEST U ORDER BEFORE ORDERING LARGE SIZE.<br /><br />I WISH I COULD RETURN THE UNOPENED BAGS.
567423,B00168AE38,A1YB6X90K5XIX4,"Jennifer J. Mccard ""JennAlex""",3,3,5,1268438400,Yum,"I remember this popcorn from my childhood, so I was so excited to see it on Amazon. The popcorn bag is just like regular microwave popcorn. After it pops, you cut up the solid caramel block and place it on top of the popped corn in a bowl. After another zap in the microwave, you stir it around until it becomes gooey, delicious caramel popcorn. It's sticky, but it doesn't stick to your hands. I suggest sorting out the unpopped kernels before adding the caramel, as they become stuck to the popped kernels and difficult to see. This is the tastiest caramel popcorn, and I highly recommend it over dry caramel popcorn."
567424,B00168AE38,A3AIFBVMIXSN38,Judy Thomasson,4,6,5,1243036800,The best at-home carmel corn EVER.,"I was really pleased to find this here, getting hard to find at local retailers."
567425,B00168AE38,A1GSU548080SD9,Guinness Kid,0,0,5,1350345600,This stuff is fricken awesome,"My hubby got this because it was on sale. We made it as a snack while watching late night TV. I actually went online to make sure we followed the directions correctly. The cooking instructions on the packaging were difficult to read. The final product was soooo delicious. If one were to think that fiddle faddle is edible; this caramel corn ROCKS!! After cooking the popcorn, I would suggest doing the best you can to eliminate all of the kernels. Then cut the caramel into several pieces (we did 8) and then place them on top of the popcorn; which is in a microwave safe bowl. After about a minute more in the microwave, take out and mix well. Easy Peasy. Enjoy."
567426,B00168AE38,A103QUZ016BQNJ,L. Morris,0,0,5,1345248000,OM NOM NOM,"I love this stuff. Other reviews have already made this point but I just wanted to add that, although my usual grocery store stopped carrying this, I have found it at Target - which usually has really good prices on groceries! :)"
567427,B00168AE38,A1Y09QLADQYQJG,"The&#34;older than dirt&#34;Time Traveller ""&...",0,0,5,1342483200,Orville Redenbacher LIVES!,"When thinking about popcorn, the three things that<br />I<br />think of are<br />ORVILLE REDENBACHER<br />CHEESE<br />and<br />CARAMEL.<br />What else can I say?<br />Oh yeah, don't forget the CHEEZ!<br /><br />By the way, it's probably a good thing I cannot find<br />this stuff anywhere but AMAZON...<br />I might just blow-up... myself... and/or the microwave!"
567428,B00168AE38,A35PAI3VZRPODJ,"Vanessa Dixon, Pensacola FL",0,0,5,1339545600,Hmmmmmm,"I love this caramel popcorn...it's fantastic!  The 1st time I tried it, I couldn't believe the taste was sooohhh authentic, it tasted so amazing, so yummy, truly awesome!!!"
567429,B00168AE38,A2L44TIOT89F9P,Natalie M. Collins,0,0,5,1321574400,Mmmmmmm!,"I love this popcorn!  Unfortunately, I can't get it where I live so I have to order it through Amazon. They use the perfect amount of caramel to cover the popcorn....with just enough plain pieces so I can share with my furry friends."
